1,FEC ID,STATE,STATE ABBREVIATION,LAST NAME;  FIRST,TOTAL VOTES,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
858,n/a,Vermont,VT,Weld; William,,5,,0,
859,P60009917,Vermont,VT,Keniston; Chris,,3,,0,
860,P20004511,Vermont,VT,Kotlikoff; Lawrence,,3,,0,
861,P80005473,Vermont,VT,Osborne; Alyson Kennedy,,2,,0,
862,P60018017,Vermont,VT,Soltysik; Emilio,,2,,0,
863,P20004677,Vermont,VT,White; Jerry,,2,,0,
864,P60016623,Vermont,VT,Smith; Mike,,1,,0,
865,n/a,Vermont,VT,,Total State Votes:,,315067,,
866,n/a,Vermont,VT,,,,,,
867,n/a,Vermont,VT,,,,,,
868,n/a,Vermont,VT,,,,,,
869,P00003392,Virginia,VA,Clinton; Hillary R.,,1981473,,0.5,W
870,P80001571,Virginia,VA,Trump; Donald J.,,1769443,,0.44,
871,P20002671,Virginia,VA,Johnson; Gary,,118274,,0.03,
872,P60022654,Virginia,VA,McMullin; Evan,,54054,,0.01,
873,n/a,Virginia,VA,All Others,,33749,,0.01,
874,P20003984,Virginia,VA,Stein; Jill,,27638,,0.01,
875,n/a,Virginia,VA,,Total State Votes:,,3984631,,
876,n/a,Virginia,VA,,,,,,
877,P00003392,Washington,WA,Clinton; Hillary,,1742718,,0.53,W
878,P80001571,Washington,WA,Trump; Donald J.,,1221747,,0.37,
879,P20002671,Washington,WA,Johnson; Gary,,160879,,0.05,
880,n/a,Washington,WA,Scattered,,107805,,0.03,
881,P20003984,Washington,WA,Stein; Jill,,58417,,0.02,
882,P60021102,Washington,WA,Castle; Darrell L.,,17623,,0.01,
883,P80005473,Washington,WA,Kennedy; Alyson,,4307,,0,
884,P80005572,Washington,WA,La Riva; Gloria Estela,,3523,,0,
885,n/a,Washington,WA,,Total State Votes:,,3317019,,
886,n/a,Washington,WA,,,,,,
887,P80001571,West Virginia,WV,Trump; Donald J.,,489371,,0.68,W
888,P00003392,West Virginia,WV,Clinton; Hillary,,188794,,0.26,
889,P20002671,West Virginia,WV,Johnson; Gary,,23004,,0.03,
890,P20003984,West Virginia,WV,Stein; Jill,,8075,,0.01,
891,P60021102,West Virginia,WV,Castle; Darrell L.,,3807,,0.01,
892,P60022654,West Virginia,WV,McMullin; Evan,,1104,,0,
893,P60021185,West Virginia,WV,Moreau; Kevin,,216,,0,
894,P60018769,West Virginia,WV,Smith; William Roger,,13,,0,
895,P20005260,West Virginia,WV,Hoefling; Tom ,,10,,0,
896,P60015351,West Virginia,WV,Basiago; Andrew D. ,,4,,0,
897,P20004511,West Virginia,WV,Kotlikoff; Laurence,,4,,0,
898,P60020757,West Virginia,WV,Buchanan; Robert L.,,3,,0,
899,P60016342,West Virginia,WV,De La Fuente; Rocky ,,3,,0,
900,n/a,West Virginia,WV,Limbaugh; David ,,3,,0,
901,P80005572,West Virginia,WV,Lariva; Gloria,,2,,0,
902,P60004868,West Virginia,WV,Perry; Darryl W.,,2,,0,
903,P60016623,West Virginia,WV,Smith; Mike,,2,,0,
904,P20004677,West Virginia,WV,White; Jerry ,,2,,0,
905,n/a,West Virginia,WV,Duncan; Richard,,1,,0,
906,n/a,West Virginia,WV,Hartnell; Ben ,,1,,0,
907,P60018249,West Virginia,WV,Maldonado; Joseph,,1,,0,
908,n/a,West Virginia,WV,Williams; Mitchell,,1,,0,
909,n/a,West Virginia,WV,,Total State Votes:,,714423,,
910,n/a,West Virginia,WV,,,,,,
911,P80001571,Wisconsin,WI,Trump; Donald J.,,1405284,,0.47,W
912,P00003392,Wisconsin,WI,Clinton; Hillary,,1382536,,0.46,
913,P20002671,Wisconsin,WI,Johnson; Gary,,106674,,0.04,
914,n/a,Wisconsin,WI,Scattered,,22764,,0.01,
915,P60021102,Wisconsin,WI,Castle; Darrell L.,,12162,,0,
916,P60022654,Wisconsin,WI,McMullin; Evan,,11855,,0,
917,P20003984,Wisconsin,WI,Stein; Jill,,31072,,0.01,
918,P60004405,Wisconsin,WI,Moorehead; Monica,,1770,,0,
919,P60016342,Wisconsin,WI,De La Fuente; Rocky Roque,,1502,,0,
920,P60022787,Wisconsin,WI,Maturen; Michael A.,,284,,0,
921,P20005260,Wisconsin,WI,Hoefling; Tom ,,80,,0,
922,P60009917,Wisconsin,WI,Keniston; Chris,,67,,0,
923,P60005303,Wisconsin,WI,Fox; Cherunda,,47,,0,
924,P60018017,Wisconsin,WI,Soltysik; Emidio,,33,,0,
925,P20004511,Wisconsin,WI,Kotlikoff; Laurence,,15,,0,
926,P60018249,Wisconsin,WI,Maldonado; Joseph,,4,,0,
927,n/a,Wisconsin,WI,Schoenke; Marshall,,1,,0,
928,n/a,Wisconsin,WI,,Total State Votes:,,2976150,,
929,n/a,Wisconsin,WI,,,,,,
930,P80001571,Wyoming,WY,Trump; Donald J.,,174419,,0.68,W
931,P00003392,Wyoming,WY,Clinton; Hillary,,55973,,0.22,
932,P20002671,Wyoming,WY,Johnson; Gary,,13287,,0.05,
933,n/a,Wyoming,WY,Scattered,,6904,,0.03,
934,P20003984,Wyoming,WY,Stein; Jill,,2515,,0.01,
935,P60021102,Wyoming,WY,Castle; Darrell,,2042,,0.01,
936,P60016342,Wyoming,WY,"De La Fuente; ""Rocky"" Roque",,709,,0,
937,n/a,Wyoming,WY,,Total State Votes:,,255849,,
938,n/a,Wyoming,WY,,,,,,
